0,37,472,424,127,346,23,91
1,37,472,424,127,346,23,93
2,37,472,424,127,348,23,91
3,37,472,424,127,348,23,93
4,37,472,424,127,351,23,91
5,37,472,424,127,351,23,93
6,37,472,426,127,346,23,91
7,37,472,426,127,346,23,93
8,37,472,426,127,348,23,91
9,37,472,426,127,348,23,93
10,37,472,426,127,351,23,91
11,37,472,426,127,351,23,93
12,37,472,429,127,346,23,91
13,37,472,429,127,346,23,93
14,37,472,429,127,348,23,91
15,37,472,429,127,348,23,93
16,37,472,429,127,351,23,91
17,37,472,429,127,351,23,93
18,37,476,424,127,346,23,91
19,37,476,424,127,346,23,93
20,37,476,424,127,348,23,91
21,37,476,424,127,348,23,93
22,37,476,424,127,351,23,91
23,37,476,424,127,351,23,93
24,37,476,426,127,346,23,91
25,37,476,426,127,346,23,93
26,37,476,426,127,348,23,91
27,37,476,426,127,348,23,93
28,37,476,426,127,351,23,91
29,37,476,426,127,351,23,93
30,37,476,429,127,346,23,91
31,37,476,429,127,346,23,93
32,37,476,429,127,348,23,91
33,37,476,429,127,348,23,93
34,37,476,429,127,351,23,91
35,37,476,429,127,351,23,93
36,37,478,424,127,346,23,91
37,37,478,424,127,346,23,93
38,37,478,424,127,348,23,91
39,37,478,424,127,348,23,93
40,37,478,424,127,351,23,91
41,37,478,424,127,351,23,93
42,37,478,426,127,346,23,91
43,37,478,426,127,346,23,93
44,37,478,426,127,348,23,91
45,37,478,426,127,348,23,93
46,37,478,426,127,351,23,91
47,37,478,426,127,351,23,93
48,37,478,429,127,346,23,91
49,37,478,429,127,346,23,93
50,37,478,429,127,348,23,91
51,37,478,429,127,348,23,93
52,37,478,429,127,351,23,91
53,37,478,429,127,351,23,93
54,37,480,424,127,346,23,91
55,37,480,424,127,346,23,93
56,37,480,424,127,348,23,91
57,37,480,424,127,348,23,93
58,37,480,424,127,351,23,91
59,37,480,424,127,351,23,93
60,37,480,426,127,346,23,91
61,37,480,426,127,346,23,93
62,37,480,426,127,348,23,91
63,37,480,426,127,348,23,93
64,37,480,426,127,351,23,91
65,37,480,426,127,351,23,93
66,37,480,429,127,346,23,91
67,37,480,429,127,346,23,93
68,37,480,429,127,348,23,91
69,37,480,429,127,348,23,93
70,37,480,429,127,351,23,91
71,37,480,429,127,351,23,93
72,37,482,424,127,346,23,91
73,37,482,424,127,346,23,93
74,37,482,424,127,348,23,91
75,37,482,424,127,348,23,93
76,37,482,424,127,351,23,91
